id,locality,post_code,,
35911,Holland Park,4121,,
35912,Holland Park East,4121,,
35913,Holland Park West,4121,,
35914,Holmview,4207,,
35915,Jacobs Well,4208,,
35916,Karawatha,4117,,
35917,Karragarra Island,4184,,
35918,Kingsholme,4208,,
35919,Kingston,4114,,
35920,Lamb Island,4184,,
35921,Logan,4114,,
35922,Logan Village,4207,,
35923,Loganholme,4129,,
35924,Loganlea,4131,,
35925,Lota,4179,,
35926,Luscombe,4207,,
35927,Lytton,4178,,
35928,Mackenzie,4156,,
35929,Macleay Island,4184,,
35930,Manly,4179,,
35931,Manly West,4179,,
35932,Mansfield,4122,,
35933,Meadowbrook,4131,,
35934,Morningside,4170,,
35935,Mount Cotton,4165,,
35936,Mount Gravatt,4122,,
35937,Mount Gravatt East,4122,,
35938,Mount Warren Park,4207,,
35939,Murarrie,4172,,
35940,Norman Park,4170,,
35941,North Stradbroke Island,4183,,
35942,Norwell,4208,,
35943,Ormeau,4208,,
35944,Ormeau Hills,4208,,
35945,Ormiston,4160,,
35946,Peel Island,4184,,
35947,Perulpa Island,4184,,
35948,Pimpama,4209,,
35949,Point Lookout,4183,,
35950,Port Of Brisbane,4178,,
35951,Priestdale,4127,,
35952,Ransome,4154,,
35953,Redland Bay,4165,,
35954,Rochedale,4123,,
35955,Rochedale South,4123,,
35956,Russell Island,4184,,
35957,Seven Hills,4170,,
35958,Shailer Park,4128,,
35959,Sheldon,4157,,
35960,Slacks Creek,4127,,
35961,Springwood,4127,,
35962,Stapylton,4207,,
35963,Steiglitz,4207,,
35964,Tanah Merah,4128,,
35965,Tarragindi,4121,,
35966,Thorneside,4158,,
35967,Thornlands,4164,,
35968,Tingalpa,4173,,
35969,Underwood,4119,,
35970,Upper Coomera,4209,,
35971,Upper Mount Gravatt,4122,,
35972,Victoria Point,4165,,
35973,Victoria Point West,4165,,
35974,Wakerley,4154,,
35975,Wellers Hill,4121,,
35976,Wellington Point,4160,,
35977,Willow Vale,4209,,
35978,Windaroo,4207,,
35979,Wishart,4122,,
35980,Wolffdene,4207,,
35981,Woodridge,4114,,
35982,Woongoolba,4207,,
35983,Wynnum,4178,,
35984,Wynnum North,4178,,
35985,Wynnum Plaza,4178,,
35986,Wynnum West,4178,,
35987,Yarrabilba,4207,,
35988,Yatala,4207,,
35989,Adelaide,5000,,
35990,Adelaide,5001,,
35991,Adelaide,5950,,
35992,Albert Park,5014,,
35993,Alberton,5014,,
35994,Ashford,5035,,
35995,Bedford Park,5042,,
35996,Birkenhead,5015,,
35997,Black Forest,5035,,
35998,Brooklyn Park,5032,,
35999,Camden Park,5038,,
36000,Cheltenham,5014,,
36001,Christie Downs,5164,,
36002,Christies Beach,5165,,
36003,Christies Beach North,5165,,
36004,City West Campus,5000,,
36005,Clarence Gardens,5039,,
36006,Clovelly Park,5042,,
36007,Colonel Light Gardens,5041,,
36008,Cowandilla,5033,,
36009,Cumberland Park,5041,,
36010,Daw Park,5041,,
36011,Edwardstown,5039,,
36012,Ethelton,5015,,
36013,Everard Park,5035,,
36014,Exeter,5019,,
36015,Export Park,5950,,
36016,Findon,5023,,
36017,Flinders Park,5025,,
36018,Flinders University,5042,,
36019,Forestville,5035,,
36020,Fulham,5024,,
36021,Fulham Gardens,5024,,
36022,Gillman,5013,,
36023,Glandore,5037,,
36024,Glanville,5015,,
36025,Grange,5022,,
36026,Hackham,5163,,
36027,Hackham West,5163,,
36028,Halifax Street,5000,,
36029,Hendon,5014,,
36030,Henley Beach,5022,,
36031,Henley Beach South,5022,,
36032,Hilton,5033,,
36033,Huntfield Heights,5163,,
36034,Hutt Street,5000,,
36035,Keswick,5035,,
36036,Keswick Terminal,5035,,
36037,Kidman Park,5025,,
36038,Kirkcaldy,5022,,
36039,Kurralta Park,5037,,
36040,Largs Bay,5016,,
36041,Largs North,5016,,
36042,Lockleys,5032,,
36043,Lonsdale,5160,,
36044,Marleston,5033,,
36045,Maslin Beach,5170,,
36046,Melrose Park,5039,,
36047,Mile End,5031,,
36048,Mile End South,5031,,
36049,Moana,5169,,
36050,Morphett Vale,5162,,
36051,Netley,5037,,
36052,Noarlunga,5168,,
36053,Noarlunga Downs,5168,,
36054,North Adelaide,5006,,
36055,North Adelaide Melbourne St,5006,,
36056,North Haven,5018,,
36057,North Plympton,5037,,
36058,O'Sullivan Beach,5166,,
36059,Old Noarlunga,5168,,
36060,Old Reynella,5161,,
36061,Onkaparinga Hills,5163,,
36062,Osborne,5017,,
36063,Ottoway,5013,,
36064,Outer Harbor,5018,,
36065,Panorama,5041,,
36066,Parliament House,5000,,
36067,Pasadena,5042,,
36068,Pennington,5013,,
36069,Peterhead,5016,,
36070,Plympton,5038,,
36071,Plympton Park,5038,,
36072,Port Adelaide,5015,,
36073,Port Noarlunga,5167,,
36074,Port Noarlunga South,5167,,
36075,Port Stanvac,5160,,
36076,Queenstown,5014,,
36077,Reynella,5161,,
36078,Reynella East,5161,,
36079,Richmond,5033,,
36080,Rosewater,5013,,
36081,Rosewater East,5013,,
36082,Royal Park,5014,,
36083,Rundle Mall,5000,,
36084,Seaford,5169,,
36085,Seaford Heights,5169,,
36086,Seaford Meadows,5169,,
36087,Seaford Rise,5169,,
36088,Seaton,5023,,
36089,Seaton North,5023,,
36090,Semaphore,5019,,
36091,Semaphore Park,5019,,
36092,Semaphore South,5019,,
36093,South Plympton,5038,,
36094,St Marys,5042,,
36095,Taperoo,5017,,
36096,Tennyson,5022,,
36097,Thebarton,5031,,
36098,Torrensville,5031,,
36099,Torrensville Plaza,5031,,
36100,Underdale,5032,,
36101,West Beach,5024,,
36102,West Lakes,5021,,
36103,West Lakes Shore,5020,,
36104,West Richmond,5033,,
36105,Westbourne Park,5041,,
36106,Wingfield,5013,,
36107,Woodcroft,5162,,
36108,Alawoona,5311,,
36109,Allendale East,5291,,
36110,Amyton,5431,,
36111,Andamooka,5722,,
36112,Appila,5480,,
36113,Arno Bay,5603,,
36114,Avenue Range,5273,,
36115,Baird Bay,5671,,
36116,Baldina,5417,,
36117,Bangham,5268,,
36118,Bangor,5481,,
36119,Barmera,5345,,
36120,Barna,5641,,
36121,Barndioota,5434,,
36122,Baroota,5495,,
36123,Beachport,5280,,
36124,Beatty,5320,,
36125,Beaumonts,5320,,
36126,Beetaloo,5523,,
36127,Belalie East,5491,,
36128,Belalie North,5491,,
36129,Beltana,5730,,
36130,Belton,5432,,
36131,Berri,5343,,
36132,Billiatt,5311,,
36133,Binnum,5262,,
36134,Black Rock,5431,,
36135,Blackfellows Caves,5291,,
36136,Blackford,5275,,
36137,Blanchetown,5357,,
36138,Blinman,5730,,
36139,Boatswain Point,5275,,
36140,Bockelberg,5655,,
36141,Booborowie,5417,,
36142,Bookabie,5690,,
36143,Bookpurnong,5333,,
36144,Bool Lagoon,5271,,
36145,Booleroo,5482,,
36146,Boolgun,5330,,
36147,Boonerdo,5633,,
36148,Bordertown,5268,,
36149,Bordertown South,5268,,
36150,Boston,5607,,
36151,Bramfield,5670,,
36152,Bray,5276,,
36153,Brenda Park,5320,,
36154,Brimbago,5267,,
36155,Brooker,5607,,
36156,Bruce,5433,,
36157,Buckingham,5270,,
36158,Buckleboo,5641,,
36159,Bugle Hut,5311,,
36160,Bundaleer Gardens,5491,,
36161,Bundaleer North,5491,,
36162,Bundey,5320,,
36163,Bungama,5540,,
36164,Burra,5417,,
36165,Burra Eastern Districts,5417,,
36166,Burrungule,5291,,
36167,Butler,5605,,
36168,Cadell,5321,,
36169,Cadell Lagoon,5321,,
36170,Cadgee,5271,,
36171,Calca,5671,,
36172,Caltowie,5490,,
36173,Caltowie North,5490,,
36174,Caltowie West,5490,,
36175,Campoona,5640,,
36176,Cannawigara,5268,,
36177,Canowie,5419,,
36178,Canowie Belt,5420,,
36179,Canunda,5291,,
36180,Cape Douglas,5291,,
36181,Cape Jaffa,5275,,
36182,Caralue,5641,,
36183,Carawa,5680,,
36184,Carew,5270,,
36185,Caroline,5291,,
36186,Carpenter Rocks,5291,,
36187,Carrieton,5432,,
36188,Cavenagh,5422,,
36189,Caveton,5291,,
36190,Ceduna,5690,,
36191,Chaffey,5341,,
36192,Chandada,5680,,
36193,Charlton Gully,5607,,
36194,Charra,5690,,
36195,Chilpenunda,5660,,
36196,Chinbingina,5680,,
36197,Clay Wells,5280,,
36198,Clements Gap,5523,,
36199,Cleve,5640,,
36200,Cobdogla,5346,,
36201,Cocata,5654,,
36202,Cockaleechie,5631,,
36203,Cockburn,5440,,
36204,Coffin Bay,5607,,
36205,Coles,5272,,
36206,Colley,5671,,
36207,Collinsville,5418,,
36208,Colton,5670,,
36209,Comaum,5277,,
36210,Commissariat Point,5710,,
36211,Compton,5291,,
36212,Conmurra,5272,,
36213,Coober Pedy,5723,,
36214,Cook,5710,,
36215,Coolillie,5670,,
36216,Cooltong,5341,,
36217,Coombe,5267,,
36218,Coomooroo,5431,,
36219,Coomunga,5607,,
36220,Coonamia,5540,,
36221,Coonawarra,5263,,
36222,Coopers Creek,5731,,
36223,Coorabie,5690,,
36224,Cootra,5650,,
36225,Copley,5732,,
36226,Cordillo Downs,5731,,
36227,Cortlinye,5641,,
36228,Coulta,5607,,
36229,Cowell,5602,,
36230,Cradock,5432,,
36231,Crescent,5341,,
36232,Crystal Brook,5523,,
36233,Cultana,5600,,
36234,Cummins,5631,,
36235,Cungena,5660,,
36236,Cunyarie,5641,,
36237,Custon,5269,,
36238,Darke Peak,5642,,
36239,Dawson,5422,,
36240,Denial Bay,5690,,
36241,Devlins Pound,5330,,
36242,Dismal Swamp,5291,,
36243,Donovans,5291,,
36244,Duck Ponds,5607,,
36245,Durham Downs,5731,,
36246,Eba,5320,,
36247,Eba Anchorage,5680,,
36248,Edillilie,5630,,
36249,Eight Mile Creek,5291,,
36250,Elliston,5670,,
36251,Erskine,5422,,
36252,Eurelia,5431,,
36253,Farina,5733,,
36254,Farrell Flat,5416,,
36255,Fountain,5607,,
36256,Fowlers Bay,5690,,
36257,Fox,5272,,
36258,Frances,5262,,
36259,Franklyn,5421,,
36260,Furner,5280,,
36261,Gerard,5343,,
36262,German Creek,5280,,
36263,German Flat,5280,,
36264,Germein Bay,5495,,
36265,Gladstone,5473,,
36266,Glenburnie,5291,,
36267,Glencoe,5291,,
36268,Glencoe West,5291,,
36269,Glendambo,5710,,
36270,Glenroy,5277,,
36271,Glossop,5344,,
36272,Golden Heights,5322,,
36273,Good Hope Landing,5330,,
36274,Green Patch,5607,,
36275,Greenways,5272,,
36276,Gum Creek,5417,,
36277,Gurra Gurra,5343,,
36278,Hallett,5419,,
36279,Hambidge,5642,,
36280,Hammond,5431,,
36281,Hanson,5417,,
36282,Hardy,5422,,
36283,Haslam,5680,,
36284,Hatherleigh,5280,,
36285,Hawker,5434,,
36286,Hawson,5607,,
36287,Hincks,5603,,
36288,Holder,5330,,
36289,Holder Siding,5330,,
36290,Hornsdale,5491,,
36291,Horse Peninsula,5607,,
36292,Huddleston,5523,,
36293,Hynam,5262,,
36294,Inkster,5680,,
36295,Innamincka,5731,,
36296,Iron Baron,5600,,
36297,Iron Knob,5601,,
36298,Jamestown,5491,,
36299,Jamieson,5640,,
36300,Joanna,5271,,
36301,Johnburgh,5431,,
36302,Kalanbi,5690,,
36303,Kalangadoo,5278,,
36304,Kaldoonera,5655,,
36305,Kangaroo Inn,5280,,
36306,Kanni,5330,,
36307,Kanyaka,5434,,
36308,Kapinnie,5632,,
36309,Kappawanta,5670,,
36310,Karcultaby,5654,,
36311,Karkoo,5607,,
36312,Katarapko,5343,,
36313,Keilira,5275,,
36314,Keith,5267,,
36315,Kellidie Bay,5607,,
36316,Kelly,5641,,
36317,Keppoch,5271,,
36318,Kiana,5607,,
36319,Kielpa,5642,,
36320,Kimba,5641,,
36321,Kingoonya,5710,,
36322,Kingston On Murray,5331,,
36323,Kingston Se,5275,,
36324,Kirton Point,5606,,
36325,Kongal,5270,,
36326,Kongorong,5291,,
36327,Koolgera,5661,,
36328,Koongawa,5650,,
36329,Koonibba,5690,,
36330,Koonoona,5417,,
36331,Koorine,5279,,
36332,Koppamurra,5271,,
36333,Koppio,5607,,
36334,Krongart,5278,,
36335,Kyancutta,5651,,
36336,Kybybolite,5262,,
36337,Laffer,5267,,
36338,Laura,5480,,
36339,Laura Bay,5680,,
36340,Laurie Park,5271,,
36341,Leigh Creek,5731,,
36342,Leighton,5417,,
36343,Lincoln National Park,5607,,
36344,Lindley,5320,,
36345,Lipson,5607,,
36346,Lochaber,5271,,
36347,Lock,5633,,
36348,Louth Bay,5607,,
36349,Loveday,5345,,
36350,Lowan Vale,5268,,
36351,Lowbank,5330,,
36352,Loxton,5333,,
36353,Loxton North,5333,,
36354,Lucindale,5272,,
36355,Lucky Bay,5602,,
36356,Lyndhurst,5731,,
36357,Lyrup,5343,,
36358,Maaoupe,5277,,
36359,Magarey,5280,,
36360,Makin,5267,,
36361,Malpas,5311,,
36362,Maltee,5690,,
36363,Mambray Creek,5495,,
36364,Mangalo,5602,,
36365,Manna Hill,5440,,
36366,Mannanarie,5422,,
36367,Manoora,5414,,
36368,Marcollat,5271,,
36369,Markaranka,5330,,
36370,Marla,5724,,
36371,Marree,5733,,
36372,Maryvale,5680,,
36373,Maude,5320,,
36374,Mcbean Pound,5357,,
36375,Mccallum,5267,,
36376,Melrose,5483,,
36377,Merghiny,5690,,
36378,Meribah,5311,,
36379,Merriton,5523,,
36380,Merty Merty,5731,,
36381,Midgee,5602,,
36382,Mil-Lel,5291,,
36383,Millicent,5280,,
36384,Miltalie,5602,,
36385,Minbrie,5602,,
36386,Minburra,5431,,
36387,Mingary,5440,,
36388,Mingbool,5291,,
36389,Minnipa,5654,,
36390,Mintabie,5724,,
36391,Mintaro,5415,,
36392,Minvalara,5422,,
36393,Miranda,5700,,
36394,Mitchell,5607,,
36395,Mitchellville,5602,,
36396,Moerlong,5278,,
36397,Monash,5342,,
36398,Monbulla,5277,,
36399,Mongolata,5417,,
36400,Moockra,5432,,
36401,Moody,5607,,
36402,Moolawatana,5731,,
36403,Moorak,5291,,
36404,Moorook,5332,,
36405,Moorook South,5332,,
36406,Morchard,5431,,
36407,Morgan,5320,,
36408,Morphetts Flat,5320,,
36409,Mortana,5671,,
36410,Moseley,5641,,
36411,Mount Benson,5275,,
36412,Mount Bryan,5418,,
36413,Mount Bryan East,5419,,
36414,Mount Burr,5279,,
36415,Mount Charles,5267,,
36416,Mount Cooper,5671,,
36417,Mount Damper,5654,,
36418,Mount Drummond,5607,,
36419,Mount Dutton Bay,5607,,
36420,Mount Gambier,5290,,
36421,Mount Gambier,5291,,
36422,Mount Gambier East,5291,,
36423,Mount Gambier West,5291,,
36424,Mount Hope,5607,,
36425,Mount Joy,5670,,
36426,Mount Light,5271,,
36427,Mount McIntyre,5279,,
36428,Mount Schank,5291,,
36429,Mount Wedge,5670,,
36430,Moyhall,5271,,
36431,Mudamuckla,5680,,
36432,Mullaquana,5600,,
36433,Mundallio,5700,,
36434,Mundic Creek,5340,,
36435,Mundulla,5270,,
36436,Mundulla West,5270,,
36437,Murbko,5320,,
36438,Murdinga,5607,,
36439,Murlong,5642,,
36440,Murray Town,5481,,
36441,Murtho,5340,,
36442,Nackara,5440,,
36443,Nadia,5690,,
36444,Nangwarry,5277,,
36445,Napperby,5540,,
36446,Naracoorte,5271,,
36447,Narridy,5523,,
36448,Nectar Brook,5495,,
36449,Nelshaby,5540,,
36450,Nepabunna,5732,,
36451,New Residence,5333,,
36452,New Well,5357,,
36453,Nonning,5710,,
36454,Nora Creina,5276,,
36455,North Booborowie,5417,,
36456,North Shields,5607,,
36457,North West Bend,5320,,
36458,Notts Well,5357,,
36459,Nundroo,5690,,
36460,Nunjikompita,5680,,
36461,Nurom,5523,,
36462,O B Flat,5291,,
36463,Olary,5440,,
36464,Olympic Dam,5725,,
36465,Oodla Wirra,5422,,
36466,Oodnadatta,5734,,
36467,Orroroo,5431,,
36468,Overland Corner,5330,,
36469,Padthaway,5271,,
36470,Paisley,5357,,
36471,Palkagee,5670,,
36472,Paney,5652,,
36473,Panitya,5641,,
36474,Parachilna,5730,,
36475,Paratoo,5422,,
36476,Paringa,5340,,
36477,Parnaroo,5422,,
36478,Paruna,5311,,
36479,Pata,5333,,
36480,Peachna,5607,,
36481,Pearlah,5607,,
36482,Pekina,5431,,
36483,Pelican Point,5291,,
36484,Penola,5277,,
36485,Penong,5690,,
36486,Perlubie,5680,,
36487,Peterborough,5422,,
36488,Petherick,5267,,
36489,Petina,5680,,
36490,Piednippie,5680,,
36491,Pike River,5340,,
36492,Pimba,5720,,
36493,Pimbaacla,5661,,
36494,Pine Creek,5419,,
36495,Pine Hill,5269,,
36496,Pinkawillinie,5641,,
36497,Pinks Beach,5275,,
36498,Pirie East,5540,,
36499,Pleasant Park,5277,,
36500,Point Lowly,5600,,
36501,Polda,5670,,
36502,Poochera,5655,,
36503,Pooginagoric,5268,,
36504,Pooginook,5330,,
36505,Poonindie,5607,,
36506,Port Augusta,5700,,
36507,Port Augusta,5710,,
36508,Port Augusta North,5700,,
36509,Port Augusta West,5700,,
36510,Port Bonython,5600,,
36511,Port Davis,5540,,
36512,Port Flinders,5495,,
36513,Port Germein,5495,,
36514,Port Gibbon,5602,,
36515,Port Kenny,5671,,
36516,Port Lincoln,5606,,
36517,Port Lincoln,5607,,
36518,Port Macdonnell,5291,,
36519,Port Neill,5604,,
36520,Port Paterson,5700,,
36521,Port Pirie,5540,,
36522,Port Pirie South,5540,,
36523,Port Pirie West,5540,,
36524,Porter Lagoon,5416,,
36525,Puntabie,5680,,
36526,Pureba,5680,,
36527,Pyap,5333,,
36528,Pyap West,5333,,
36529,Pygery,5655,,
36530,Qualco,5322,,
36531,Quorn,5433,,
36532,Racecourse Bay,5291,,
36533,Ramco,5322,,
36534,Ramco Heights,5322,,
36535,Reedy Creek,5275,,
36536,Rendelsham,5280,,
36537,Renmark,5341,,
36538,Renmark North,5341,,
36539,Renmark South,5341,,
36540,Renmark West,5341,,
36541,Risdon Park,5540,,
36542,Risdon Park South,5540,,
36543,Robe,5276,,
36544,Rocky Camp,5280,,
36545,Rosetown,5275,,
36546,Roxby Downs,5725,,
36547,Rudall,5642,,
36548,Saltia,5433,,
36549,Sandy Grove,5275,,
36550,Sceale Bay,5680,,
36551,Schell Well,5311,,
36552,Sebastopol,5280,,
36553,Senior,5268,,
36554,Shaugh,5267,,
36555,Sheringa,5607,,
36556,Sherwood,5267,,
36557,Short,5279,,
36558,Smoky Bay,5680,,
36559,Solomon,5641,,
36560,Solomontown,5540,,
36561,Southend,5280,,
36562,Spectacle Lake,5345,,
36563,Spence,5271,,
36564,Square Mile,5291,,
36565,Stanley,5415,,
36566,Stephenston,5433,,
36567,Stewart Range,5271,,
36568,Stirling North,5710,,
36569,Stockyard Plain,5330,,
36570,Stone Hut,5480,,
36571,Streaky Bay,5680,,
36572,Struan,5271,,
36573,Stuart,5320,,
36574,Sullivan,5607,,
36575,Sunlands,5322,,
36576,Sunnybrae,5422,,
36577,Suttontown,5291,,
36578,Swede Flat,5270,,
36579,Taldra,5311,,
36580,Talia,5670,,
36581,Tantanoola,5280,,
36582,Taplan,5333,,
36583,Taratap,5275,,
36584,Tarcoola,5710,,
36585,Tarcowie,5431,,
36586,Tarpeena,5277,,
36587,Taylorville,5330,,
36588,Telowie,5540,,
36589,Terowie,5421,,
36590,The Gap,5271,,
36591,Thevenard,5690,,
36592,Thornlea,5280,,
36593,Tilley Swamp,5275,,
36594,Tooligie,5607,,
36595,Trihi,5279,,
36596,Tulka,5607,,
36597,Tulka North,5607,,
36598,Tumby Bay,5605,,
36599,Tyringa,5671,,
36600,Ucolta,5422,,
36601,Uley,5607,,
36602,Ulooloo,5419,,
36603,Ulyerra,5670,,
36604,Ungarra,5607,,
36605,Uworra,5690,,
36606,Veitch,5312,,
36607,Venus Bay,5607,,
36608,Verran,5603,,
36609,Waddikee,5640,,
36610,Waikerie,5330,,
36611,Wallala,5661,,
36612,Walloway,5431,,
36613,Wami Kata,5700,,
36614,Wandana,5690,,
36615,Wandearah,5523,,
36616,Wandearah East,5523,,
36617,Wandearah West,5523,,
36618,Wandilo,5291,,
36619,Wangary,5607,,
36620,Wangolina,5275,,
36621,Wanilla,5607,,
36622,Wappilka,5332,,
36623,Warnertown,5540,,
36624,Warrachie,5607,,
36625,Warramboo,5650,,
36626,Warrow,5607,,
36627,Warunda,5607,,
36628,Watraba,5690,,
36629,Wattle Range,5280,,
36630,Wattle Range East,5279,,
36631,Waukaringa,5440,,
36632,Wepar,5278,,
36633,Wepowie,5482,,
36634,West Bundaleer,5491,,
36635,West Range,5275,,
36636,Westall,5680,,
36637,Western Flat,5268,,
36638,Wharminda,5603,,
36639,White Well Corner,5690,,
36640,Whites Flat,5607,,
36641,Whites River,5607,,
36642,Whyalla,5600,,
36643,Whyalla Jenkins,5609,,
36644,Whyalla Norrie,5608,,
36645,Whyalla Norrie East,5608,,
36646,Whyalla Norrie North,5608,,
36647,Whyalla Playford,5600,,
36648,Whyalla Stuart,5608,,
36649,Whyte Yarcowie,5420,,
36650,Wigley Flat,5357,,
36651,Wilcherry,5641,,
36652,Wild Dog Valley,5271,,
36653,Willalo,5419,,
36654,Willalooka,5267,,
36655,Willochra,5433,,
36656,Willowie,5431,,
36657,Wilmington,5485,,
36658,Winkie,5343,,
36659,Winninowie,5710,,
36660,Wirrabara,5481,,
36661,Wirrega,5267,,
36662,Wirrulla,5661,,
36663,Witchelina,5731,,
36664,Witera,5671,,
36665,Wolseley,5269,,
36666,Wombats Rest,5320,,
36667,Wongyarra,5481,,
36668,Wonna,5419,,
36669,Wonuarra,5340,,
36670,Woodleigh,5311,,
36671,Woolpunda,5330,,
36672,Woolumbool,5272,,
36673,Woolundunga,5710,,
36674,Woomera,5720,,
36675,Worrolong,5291,,
36676,Wrattonbully,5271,,
36677,Wudinna,5652,,
36678,Wunkar,5311,,
36679,Wye,5291,,
36680,Wyomi,5275,,
36681,Yahl,5291,,
36682,Yalanda,5641,,
36683,Yalata,5690,,
36684,Yallunda Flat,5607,,
36685,Yalpara,5431,,
36686,Yamba,5341,,
36687,Yanerbie,5680,,
36688,Yaninee,5653,,
36689,Yantanabie,5661,,
36690,Yanyarrie,5432,,
36691,Yarrah,5433,,
36692,Yatina,5422,,
36693,Yeelanna,5632,,
36694,Yinkanie,5332,,
36695,Yongala,5493,,
36696,Yunta,5440,,
36697,Agery,5558,,
36698,Alford,5555,,
36699,Allenby Gardens,5009,,
36700,Allendale North,5373,,
36701,Alma,5401,,
36702,Altona,5351,,
36703,Anama,5464,,
36704,Andrews,5454,,
36705,Andrews Farm,5114,,
36706,Angaston,5353,,
36707,Angle Park,5010,,
36708,Angle Vale,5117,,
36709,Annadale,5356,,
36710,Apoinga,5413,,
36711,Ardrossan,5571,,
36712,Armagh,5453,,
36713,Arthurton,5572,,
36714,Ascot Park,5043,,
36715,Athol Park,5012,,
36716,Auburn,5451,,
36717,Australia Plains,5374,,
36718,Avon,5501,,
36719,Bagot Well,5373,,
36720,Bakara,5354,,
36721,Bakara Well,5354,,
36722,Balaklava,5461,,
36723,Balgowan,5573,,
36724,Barabba,5460,,
36725,Barinia,5453,,
36726,Barossa Goldfields,5351,,
36727,Barunga Gap,5520,,
36728,Beaufort,5550,,
36729,Beaumont,5066,,
36730,Benbournie,5453,,
36731,Bethany,5352,,
36732,Bethel,5373,,
36733,Beulah Park,5067,,
36734,Beverley,5009,,
36735,Bibaringa,5118,,
36736,Black Hill,5353,,
36737,Black Point,5571,,
36738,Black Springs,5413,,
36739,Blair Athol,5084,,
36740,Blair Athol West,5084,,
36741,Blakeview,5114,,
36742,Bluff Beach,5575,,
36743,Blyth,5462,,
36744,Boconnoc Park,5453,,
36745,Boors Plain,5554,,
36746,Bowden,5007,,
36747,Bower,5374,,
36748,Bowillia,5461,,
36749,Bowmans,5550,,
36750,Brady Creek,5381,,
36751,Brentwood,5575,,
36752,Bright,5381,,
36753,Brighton,5048,,
36754,Brinkworth,5464,,
36755,Broadview,5083,,
36756,Brompton,5007,,
36757,Broughton River Valley,5454,,
36758,Brown Hill Creek,5062,,
36759,Brownlow,5374,,
36760,Buchanan,5374,,
36761,Buchfelde,5118,,
36762,Bumbunga,5520,,
36763,Bungaree,5464,,
36764,Burnsfield,5520,,
36765,Burnside,5066,,
36766,Bute,5560,,
36767,Calomba,5501,,
36768,Cambrai,5353,,
36769,Cavan,5094,,
36770,Chinaman Wells,5573,,
36771,Clapham,5062,,
36772,Clare,5453,,
36773,Clarence Park,5034,,
36774,Clearview,5085,,
36775,Clinton,5570,,
36776,Cockatoo Valley,5351,,
